key	scope	area	screen	ru	en	status	note
verdict.opened	mvp	verdict	4.13	РАСКРЫТО		draft	
verdict.nowTitle	mvp	verdict	4.13	ТЕПЕРЬ МОЖНО		draft	
verdict.nowBody	mvp	verdict	4.13	Сценарий завершён. Идентификаторы больше не скрыты.		draft	
verdict.inst	mvp	verdict	4.13	ИНСТРУМЕНТ		draft	Значение — контент (напр. BTC-PERP)
verdict.tf	mvp	verdict	4.13	ТАЙМФРЕЙМ		draft	
verdict.period	mvp	verdict	4.13	ПЕРИОД		draft	
verdict.t0point	mvp	verdict	4.13	ТОЧКА t₀		draft	
verdict.integrity	mvp	verdict	4.13	ДАННЫЕ И ЦЕЛОСТНОСТЬ		draft	
verdict.dataSource	mvp	verdict	4.13	Источник данных		draft	
verdict.dataSourceVal	mvp	verdict	4.13	Агрегатор OHLCV · архивный снимок		draft	
verdict.rulesTitle	mvp	verdict	4.13	Правила оценки		draft	
verdict.rulesVal	mvp	verdict	4.13	версия {v} · открыты		draft	
verdict.press	mvp	verdict	4.13	НОВОСТНЫЕ ИСТОЧНИКИ		draft	
verdict.linksOn	mvp	verdict	4.13	ССЫЛКИ АКТИВНЫ		draft	
verdict.tournHold	mvp	verdict	4.13	Сценарий в турнире (раскрытие после закрытия окна)		draft	
verdict.closedState	mvp	verdict	4.13	Закрыто (до ответа)		draft	Состояние
legal.edu	mvp	legal	4.13	Материал предоставлен в образовательных целях. Исторические результаты не гарантируют будущих.		draft	
arena.pauseTitle	mvp	arena	4.14	Пауза		draft	
arena.pauseSub	mvp	arena	4.14	РЫНОК ПОДОЖДЁТ. ОН УЖЕ ЗАКРЫЛСЯ В 2021 ГОДУ.		draft	Подзаголовок шторки паузы
arena.resume	mvp	arena	4.14	Продолжить		draft	Кнопки пока нет в шторке — ключ на будущее
arena.pauseRules	mvp	arena	4.14	Правила оценки		draft	Кнопки пока нет в шторке — ключ на будущее
arena.pauseA11y	mvp	arena	4.14	Настройки доступности		draft	Кнопки пока нет в шторке — ключ на будущее
arena.exitTitle	mvp	arena	4.14	Выйти из сценария?		draft	Мой текст; подтверждение выхода
arena.exitBody	mvp	arena	4.14	Выход без фиксации не штрафуется. При возврате будет тот же сценарий и та же версия данных.		draft	
arena.exitYes	mvp	arena	4.14	Сохранить и выйти		draft	
arena.exitNo	mvp	arena	4.14	Остаться		draft	Мой текст
arena.autopause	mvp	arena	4.14	Автопауза при потере фокуса		draft	
scen.mvp-001.carryRule	mvp	scen	4.11	Нет подтверждения — нет сделки. Правило работает на любом активе и любом таймфрейме.		draft	Контент: переносимое правило сценария; 4.11 и 4.12 показывают одно правило
arena.mode.dataset	mvp	arena	4.1	Датасет v{v} · {n} ситуаций · будущее зафиксировано		draft	Хвост «ХЭШ» — arena.mode.hashOk
arena.catalog.maxTabs	mvp	arena	4.5	Максимум {n} вкладок.		draft	
arena.skill.timesMany	mvp	arena	4.6	{n} раза		draft	2–4; 1 → skill.times, 5+ → «раз» — плюрализация в коде
verdict.factIs	mvp	verdict	4.11	Факт:		draft	Метка строки факта в мини-разборе
verdict.logicIs	mvp	verdict	4.11	Логика:		draft	Метка строки логики в мини-разборе
verdict.act.proceed	mvp	verdict	4.12	Продолжить		draft	
verdict.sourcesTitle	mvp	verdict	4.13	ИСТОЧНИКИ		draft	
verdict.dataVer	mvp	verdict	4.13	Версия датасета		draft	
verdict.dataVerVal	mvp	verdict	4.13	v{v} · {n} ситуаций		draft	
verdict.hashOf	mvp	verdict	4.13	Хэш скрытого продолжения		draft	
verdict.hashVal	mvp	verdict	4.13	{hash} · проверен		draft	Галка — SVG
verdict.contentVer	mvp	verdict	4.13	Версия контента		draft	
scen.mvp-001.revealTitle	mvp	scen	4.10	ЦЕНА ВЕРНУЛАСЬ В ДИАПАЗОН ЗА 7 СВЕЧЕЙ.		draft	Контент: заголовок слоя 1
scen.mvp-001.revealBody	mvp	scen	4.10	Рынок не был против тебя. Ему просто нужна была ликвидность.		draft	Контент: тело слоя 1
scen.mvp-001.outcome	mvp	scen	4.10	Ложный пробой		draft	Контент: исход рынка
scen.mvp-001.d1c	mvp	scen	4.10	Ты ждал ретест и не вошёл: условие подтверждения так и не появилось. Позиции нет, ошибки тоже.		draft	Контент: последствие выбора d1 (слой 2)
scen.mvp-001.d0c	mvp	scen	4.10			todo	Контент: последствие выбора d0 (слой 2)
scen.mvp-001.d2c	mvp	scen	4.10			todo	Контент: последствие выбора d2 (слой 2)
scen.mvp-001.d3c	mvp	scen	4.10			todo	Контент: последствие выбора d3 (слой 2)
scen.mvp-001.logic	mvp	scen	4.12	Движение без участия объёма не имеет того, кто будет его продолжать. Такой пробой чаще собирает стопы, а не начинает тренд.		draft	Контент: строка логики в разборе
scen.mvp-001.alt.2	mvp	scen	4.12	Проверить старший TF		draft	Контент: ветка C (A/B переиспользуют d0/d1)
scen.mvp-001.alt.3	mvp	scen	4.12	Усреднить с плечом		draft	Контент: ветка D
scen.mvp-001.press.0.name	mvp	scen	4.13	Заявление регулятора		draft	Контент: источник
scen.mvp-001.press.0.meta	mvp	scen	4.13	официальный релиз · надёжность 95%		draft	Контент
scen.mvp-001.press.1.name	mvp	scen	4.13	Агентство		draft	Контент: источник
scen.mvp-001.press.1.meta	mvp	scen	4.13	новостная лента · 80%		draft	Контент
scen.mvp-001.press.2.name	mvp	scen	4.13	Анонимный канал		draft	Контент: источник
scen.mvp-001.press.2.meta	mvp	scen	4.13	соцсети · 25%		draft	Контент
scen.mvp-002.midnews.0	mvp	scen	4.9	Регулятор выразил обеспокоенность		draft	Контент: новость после входа
scen.mvp-002.midnews.1	mvp	scen	4.9	Крупный адрес переместил средства		draft	Контент: новость после входа
scen.mvp-002.midnews.2	mvp	scen	4.9	Анонимный канал обещает разворот		draft	Контент: новость после входа
arena.pause.a11y	mvp	arena	4.14	Настройки доступности		draft	
arena.alterTitle	mvp	arena	4.12	АЛЬТЕРНАТИВНЫЕ ВЕТКИ		draft	
arena.tab.fact	mvp	arena	4.10	ФАКТ		draft	
arena.verdict.ruleDesc	mvp	arena	4.11	Если подтверждение объёмом не появилось до закрытия свечи — идея отменяется без обсуждения.		draft	Текст активного правила в вердикте
arena.verdict.lossEx	mvp	arena	4.11	Убыток при оценке {n}		draft	
arena.verdict.profitEx	mvp	arena	4.11	Прибыль при оценке {n}		draft	
academy.current	mvp	academy	5.1	ТЕКУЩАЯ ГЛАВА		draft	
academy.continueLesson	mvp	academy	5.1	Продолжить урок {n} из {total}		draft	
academy.map	mvp	academy	5.1	КАРТА ГЛАВ		draft	
academy.chaptersOf	mvp	academy	5.1	{n} ГЛАВ		draft	Плюрализуется: 1 глава / 3 главы / 7 глав
academy.retired	mvp	academy	5.1	закрыта · вышла из ротации		draft	
academy.lessonsOf	mvp	academy	5.1	{done} из {total} уроков		draft	
academy.unlocksAfter	mvp	academy	5.1	откроется после главы {n}		draft	
academy.ongoing	mvp	academy	5.1	ИДЁТ		draft	Статус главы
academy.daily	mvp	academy	5.1	УРОК ДНЯ		draft	
academy.dailyMeta	mvp	academy	5.1	{dur} · серия {days}		draft	{dur}: «3 мин»; {days} плюрализуется
academy.begin	mvp	academy	5.1	НАЧАТЬ		draft	
academy.filterTitle	mvp	academy	5.1	ПОИСК ПО ТЕМАМ		draft	Фильтры переиспользуют arena.mode.focus.*
academy.notDone	mvp	academy	5.1	НЕ ПРОЙДЕНО		draft	
academy.tree.rule	mvp	academy	5.2	Глава закроется, когда все {n} тем проверены на практике. После этого темы выходят из ротации.		draft	
academy.tree.card	mvp	academy	5.2	карта		draft	Подпись связанной карты темы
academy.tree.rewardTitle	mvp	academy	5.2	ОТКРОЕТСЯ ПОСЛЕ ЗАКРЫТИЯ ГЛАВЫ		draft	
academy.tree.reward	mvp	academy	5.2	+{coins} МОНЕТ · УГРОЗА: {name}		draft	
academy.tree.toCheck	mvp	academy	5.2	Проверка мастерства		draft	
academy.tree.nextTopic	mvp	academy	5.2	Следующая тема		draft	
academy.tree.ready	mvp	academy	5.2	Готова к проверке		draft	Состояние темы
academy.lesson.of	mvp	academy	5.3	УРОК {n} ИЗ {total}		draft	Крестик и меню — SVG-кнопки
academy.lesson.dur	mvp	academy	5.3	~{sec} СЕК		draft	
academy.lesson.thesis	mvp	academy	5.3	ТЕЗИС		draft	
academy.lesson.true	mvp	academy	5.3	Что верно		draft	Тело — контент урока
academy.lesson.false	mvp	academy	5.3	Что ложно		draft	Тело — контент урока
academy.lesson.linked	mvp	academy	5.3	СВЯЗАННАЯ КАРТА		draft	
academy.lesson.mastery	mvp	academy	5.3	Мастерство {n}/3		draft	
academy.lesson.repeat	mvp	academy	5.3	Повторить		draft	
academy.lesson.toPractice	mvp	academy	5.3	К практике →		draft	
academy.practice.title	mvp	academy	5.4	ПРАКТИКА УРОКА		draft	
academy.practice.noScore	mvp	academy	5.4	БЕЗ ОЦЕНКИ		draft	
academy.practice.rule	mvp	academy	5.4	Один вопрос, четыре варианта. Формат такой же, как в Практике.		draft	
academy.practice.onlyNew	mvp	academy	5.4	ТОЛЬКО ИЗУЧАЕМАЯ		draft	Подпись доступной карты
academy.practice.emptySlot	mvp	academy	5.4	слот пуст		draft	
academy.practice.right	mvp	academy	5.4	Верно		draft	Состояние ответа
academy.practice.wrong	mvp	academy	5.4	Неверно		draft	Состояние ответа
academy.practice.up	mvp	academy	5.4	Мастерство повышено		draft	
academy.check.title	mvp	academy	5.5	ПРОВЕРКА МАСТЕРСТВА		draft	Стрелка и «?» — SVG-кнопки
academy.check.ready	mvp	academy	5.5	ГОТОВНОСТЬ К ПРОВЕРКЕ		draft	Процент компонуется в коде
academy.check.need	mvp	academy	5.5	Нужно {n}% по каждому критерию		draft	
academy.check.reqs	mvp	academy	5.5	ТРЕБОВАНИЯ		draft	
academy.check.rTopics	mvp	academy	5.5	Все {n} тем главы пройдены		draft	
academy.check.rQuality	mvp	academy	5.5	{n} сценария с качеством ≥ {q}		draft	Плюрализуется (units.scenario)
academy.check.rClean	mvp	academy	5.5	Ошибка {code} не повторялась {n} сценариев		draft	
academy.check.rCard	mvp	academy	5.5	Карта «{title}»: мастерство {n}/3		draft	
academy.check.format	mvp	academy	5.5	ФОРМАТ ПРОВЕРКИ		draft	
academy.check.formatBody	mvp	academy	5.5	3 сценария подряд с гидрой ликвидности. Правило задано системой, подсказок нет, вкладок 5.		draft	В прототипе «задан» — исправлено на «задано»
academy.check.rows.scenarios	mvp	academy	5.5	СЦЕНАРИЕВ		draft	
academy.check.rows.threshold	mvp	academy	5.5	ПОРОГ		draft	
academy.check.rows.thresholdVal	mvp	academy	5.5	{n} по всем		draft	
academy.check.rows.tries	mvp	academy	5.5	ПОПЫТКИ		draft	
academy.check.rows.triesVal	mvp	academy	5.5	без лимита		draft	
academy.check.rows.cost	mvp	academy	5.5	СТОИМОСТЬ		draft	
academy.check.rows.costVal	mvp	academy	5.5	бесплатно		draft	
academy.check.fair	mvp	academy	5.5	Проверку нельзя купить, ускорить или пропустить за монеты.		draft	
academy.check.train	mvp	academy	5.5	Тренироваться		draft	
academy.check.start	mvp	academy	5.5	Начать проверку		draft	
academy.check.failed	mvp	academy	5.5	Провалена. Штрафа нет — тренируйся и возвращайся.		draft	Состояние «Провалена»
academy.check.passed	mvp	academy	5.5	Глава закрыта		draft	Мой текст; состояние «Закрыта»
academy.chapterOf	mvp	academy	3.3	Глава {n} · {title}		draft	Ссылка на главу из поиска
academy.doneTail	mvp	academy	4.6	пройдено		draft	Хвост строки «ГДЕ ИЗУЧАЕТСЯ»
academy.chapterShort	mvp	academy	4.6, 5.5	ГЛАВА {n}		draft	
academy.lessonsRange	mvp	academy	4.6	уроки {a}–{b}		draft	
academy.fair	mvp	academy	5.1	Теория открывает практику, а не наоборот		draft	
academy.closedReward	mvp	academy	5.1	Закрытая глава → крупная награда монетами + новая угроза		draft	
academy.allDone	mvp	academy	5.1	Всё пройдено		draft	Состояние
academy.tree.retired	mvp	academy	5.2	Закрытая тема выходит из ротации		draft	
academy.ch4.t.0	mvp	academy	5.2	Объём как данные		draft	Контент: тема главы 4
academy.ch4.t.1	mvp	academy	5.2	Средние и всплески		draft	Контент: тема главы 4
academy.ch4.t.2	mvp	academy	5.2	Стакан и стены		draft	Контент: тема главы 4
academy.ch4.t.3	mvp	academy	5.2	ЛИКВИДНОСТЬ		draft	Контент: тема главы 4
academy.ch4.t.4	mvp	academy	5.2	Пробой без объёма		draft	Контент: тема главы 4
academy.ch4.t.5	mvp	academy	5.2	НЕТ ПОДТВЕРЖДЕНИЯ		draft	Контент: тема главы 4
academy.ch4.t.6	mvp	academy	5.2	Охота за стопами		draft	Контент: тема главы 4
academy.ch4.t.7	mvp	academy	5.2	Слиппаж и исполнение		draft	Контент: тема главы 4
academy.ch4.t.8	mvp	academy	5.2	ЛИМИТ РИСКА		draft	Контент: тема главы 4
academy.ch4.t.9	mvp	academy	5.2	Корреляции ликвидности		draft	Контент: тема главы 4
academy.ch4.t.10	mvp	academy	5.2	ПРОВЕРЬ TF		draft	Контент: тема главы 4
academy.ch4.l5.thesis	mvp	academy	5.3	ОБЪЁМ НЕ ПОКАЗЫВАЕТ НАПРАВЛЕНИЕ. ОН ПОКАЗЫВАЕТ УЧАСТИЕ.		draft	Контент: тезис урока 5
academy.ch4.l5.caption	mvp	academy	5.3	Сравнение: два пробоя одного уровня, разный объём		draft	Контент: подпись примера
academy.ch4.l5.true	mvp	academy	5.3	Всплеск объёма говорит о том, что в движении есть участники.		draft	Контент: «что верно»
academy.ch4.l5.false	mvp	academy	5.3	Высокий объём не означает, что движение продолжится.		draft	Контент: «что ложно»
academy.lesson.st.theory	mvp	academy	5.3	Теория		draft	Состояние
academy.lesson.st.reread	mvp	academy	5.3	Повторное чтение		draft	Состояние
academy.ch4.l5p.title	mvp	academy	5.4	ОБЪЁМ КАК ПОДТВЕРЖДЕНИЕ		draft	Контент: заголовок практики
academy.ch4.l5p.q	mvp	academy	5.4	НАЙДИ МЕСТО, ГДЕ ОБЪЁМ СОЛГАЛ.		draft	Контент: вопрос практики
academy.ch4.l5p.o.0	mvp	academy	5.4	Свеча 3 · всплеск без продолжения		draft	Контент: вариант
academy.ch4.l5p.o.1	mvp	academy	5.4	Свеча 7 · рост объёма на теле		draft	Контент: вариант
academy.ch4.l5p.o.2	mvp	academy	5.4	Свеча 12 · пробой на сухом объёме		draft	Контент: вариант
academy.ch4.l5p.o.3	mvp	academy	5.4	Объём не солгал нигде		draft	Контент: вариант
academy.practice.st.question	mvp	academy	5.4	Вопрос		draft	Состояние
academy.check.notReady	mvp	academy	5.5	Не готов		draft	Состояние
academy.check.running	mvp	academy	5.5	Проверка идёт		draft	Состояние
academy.chapterHead	mvp	academy	5.2	ГЛАВА {n} {title}		draft	Шапка 5.2; без «·»
bestiary.of	mvp	bestiary	6.1	{n} ИЗ {total}		draft	
bestiary.revealed	mvp	bestiary	6.1	РАСКРЫТО		draft	
bestiary.activeNow	mvp	bestiary	6.1	{n} АКТИВНЫ		draft	
bestiary.filter.all	mvp	bestiary	6.1	ВСЕ		draft	Счётчики компонуются в коде
bestiary.cat.market-structure	mvp	bestiary	6.1	СИГНАЛЫ		draft	
bestiary.cat.emotions-behaviour	mvp	bestiary	6.1	ЭМОЦИИ		draft	
bestiary.cat.narratives-info	mvp	bestiary	6.1	НАРРАТИВЫ		draft	
bestiary.cat.risk-exposure	mvp	bestiary	6.1	РИСК		draft	
bestiary.cat.web3-infra	mvp	bestiary	6.1	WEB3		draft	
bestiary.catGroup.market-structure	mvp	bestiary	6.1	СИГНАЛЫ И СТРУКТУРА		draft	
bestiary.catGroup.emotions-behaviour	mvp	bestiary	6.1	ЭМОЦИИ И ПОВЕДЕНИЕ		draft	
bestiary.catGroup.narratives-info	mvp	bestiary	6.1	НАРРАТИВЫ И ШУМ		draft	Мой текст; в прототипе группа не показана
bestiary.catGroup.risk-exposure	mvp	bestiary	6.1	РИСК И ПЛЕЧО		draft	Мой текст; в прототипе группа не показана
bestiary.catGroup.web3-infra	mvp	bestiary	6.1	WEB3-ЛОВУШКИ		draft	Мой текст; в прототипе группа не показана
bestiary.catOf	mvp	bestiary	6.1	{n} ИЗ {total}		draft	
bestiary.stage.silhouette	mvp	bestiary	6.1	СИЛУЭТ		draft	
bestiary.stageLabel	mvp	bestiary	6.1	стадия		draft	Номер стадии — римскими в коде (I/II/III)
bestiary.closed	mvp	bestiary	6.1	ЗАКРЫТО		draft	
bestiary.meetIn	mvp	bestiary	6.1	встреть в сценарии		draft	
bestiary.footnote	mvp	bestiary	6.1	Угрозы — язык описания давлений и ловушек. У них нет HP и боёв, их нельзя убить.		draft	
bestiary.empty	mvp	bestiary	6.1	Ты пока никого не встретил. Угрозы проявятся в первых сценариях.		draft	Мой текст; состояние «Пусто»
bestiary.allOpen	mvp	bestiary	6.1	Все угрозы раскрыты. Архив признал тебя своим.		draft	Мой текст; состояние «Всё раскрыто»
bestiary.stageOf	mvp	bestiary	6.2	СТАДИЯ {n}		draft	{n}: римская цифра в коде
bestiary.stat.pressure	mvp	bestiary	6.2	ДАВЛЕНИЕ		draft	
bestiary.stat.meetings	mvp	bestiary	6.2	ВСТРЕЧ		draft	
bestiary.stat.avgq	mvp	bestiary	6.2	СР. КАЧЕСТВО		draft	
bestiary.stat.cat	mvp	bestiary	6.2	КАТЕГОРИЯ		draft	Значение — bestiary.cat.*
bestiary.signs	mvp	bestiary	6.2	ПРИЗНАКИ ПОЯВЛЕНИЯ		draft	Пункты — контент (см. паттерн entity.*.signs в README)
bestiary.counters	mvp	bestiary	6.2	КАРТЫ-КОНТРМЕРЫ		draft	Карты — контент; тип — arena.skill.kindName.*
bestiary.seenIn	mvp	bestiary	6.2	ГДЕ ВСТРЕЧАЛСЯ		draft	
bestiary.seenRow	mvp	bestiary	6.2	Сценарий {n} · качество {q}		draft	Время — units.time.*
bestiary.open	mvp	bestiary	6.2	ОТКРЫТЬ		draft	
bestiary.liveNow	mvp	bestiary	6.2	Активна сейчас		draft	Состояние
bestiary.unknown	mvp	bestiary	6.3	НЕИЗВЕСТНАЯ УГРОЗА		draft	
bestiary.nameHidden	mvp	bestiary	6.3	ИМЯ СКРЫТО		draft	
bestiary.nameHiddenSub	mvp	bestiary	6.3	Ты ещё не сталкивался с этим достаточно больно, чтобы запомнить.		draft	
bestiary.stageProgress	mvp	bestiary	6.3	{cur} / {max}		draft	Напр. «0 / III»
bestiary.howTo	mvp	bestiary	6.3	КАК ОТКРЫТЬ		draft	
bestiary.unlock.chapter	mvp	bestiary	6.3	Закрыть главу {n} Обучения		draft	В прототипе опечатка «Обучении» — исправлено
bestiary.unlock.progress	mvp	bestiary	6.3	прогресс {done}/{total}		draft	
bestiary.unlock.meet	mvp	bestiary	6.3	Встретить в сценарии уровня {n}+		draft	
bestiary.unlock.current	mvp	bestiary	6.3	текущий {n}		draft	
bestiary.unlock.noBuy	mvp	bestiary	6.3	Не покупается за монеты		draft	
bestiary.unlock.byDesign	mvp	bestiary	6.3	по дизайну		draft	
bestiary.footnoteLow	mvp	bestiary	6.3	На низкой готовности угрозы не называются прямо: сначала опыт, потом имя.		draft	
bestiary.toChapter	mvp	bestiary	6.3	К главе {n} Обучения		draft	В прототипе опечатка «Обучении» — исправлено
bestiary.condDone	mvp	bestiary	6.3	Условие выполнено		draft	
bestiary.opening	mvp	bestiary	6.3	Открывается		draft	
collection.title	mvp	collection	7.1	КОЛЛЕКЦИЯ		draft	
collection.filter.all	mvp	collection	7.1	ВСЕ		draft	Счётчики компонуются в коде
collection.filter.reading	mvp	collection	7.1	ЧТЕНИЕ		draft	
collection.filter.decision	mvp	collection	7.1	РЕШЕНИЕ		draft	
collection.filter.protection	mvp	collection	7.1	ЗАЩИТА		draft	
collection.filter.locked	mvp	collection	7.1	ЗАКРЫТЫЕ		draft	
collection.opened	mvp	collection	7.1	ОТКРЫТЫ		draft	Тип карты переиспользует arena.skill.kindName.*
collection.of	mvp	collection	7.1	{n} ИЗ {total}		draft	
collection.lockedTitle	mvp	collection	7.1	ЗАКРЫТЫ		draft	
collection.unlockLevel	mvp	collection	7.1	уровень {n}		draft	
collection.unlocksAt	mvp	collection	7.1	откроется на		draft	Обрывок из прототипа; проверить при вёрстке
collection.footnote	mvp	collection	7.1	Карты не дают преимущества в оценке и не покупаются. Они — язык твоих принципов.		draft	
collection.empty	mvp	collection	7.1	Карт пока нет. Первая откроется в онбординге.		draft	Мой текст; состояние «Пусто»
collection.mastery	mvp	collection	7.2	МАСТЕРСТВО {n}/3		draft	
collection.uses	mvp	collection	7.2	ПРИМЕНЕНИЙ		draft	
collection.avgq	mvp	collection	7.2	СР. КАЧЕСТВО		draft	
collection.when	mvp	collection	7.2	КОГДА ПРИМЕНЯТЬ		draft	Пункты — контент (см. паттерн skill.*.when в README)
collection.masteryPath	mvp	collection	7.2	ПРОГРЕСС МАСТЕРСТВА		draft	
collection.m1	mvp	collection	7.2	Уровень 1 · применить {n} раза		draft	
collection.m2	mvp	collection	7.2	Уровень 2 · качество ≥ {q} в {n} сценариях		draft	
collection.m3	mvp	collection	7.2	Уровень 3 · применить против {n} разных угроз		draft	
collection.mProgress	mvp	collection	7.2	{done} из {total} угроз: {names}		draft	
collection.linked	mvp	collection	7.2	СВЯЗАННОЕ		draft	Ссылки компонуются: глава / угроза / правило
collection.toTheory	mvp	collection	7.2	В теорию		draft	
collection.train	mvp	collection	7.2	Тренировать		draft	
collection.lockedState	mvp	collection	7.2	Закрытая карта		draft	Состояние (arena.skill.locked — короткий бейдж «Закрыта»)
collection.ruleTitle	mvp	collection	7.3	ПРАВИЛО		draft	
collection.ruleSub	mvp	collection	7.3	Правило не даёт бонусов. Оно меняет веса критериев и делает дисциплину измеримой.		draft	В прототипе «Он меняет» — исправлено на «Оно»
collection.weight.risk-first	mvp	collection	7.3	Риск 30 · действие 15		draft	
collection.weight.evidence-only	mvp	collection	7.3	Доказательства 30		draft	
collection.weight.noise-quarantine	mvp	collection	7.3	Соцфон не учитывается		draft	
collection.weight.flat-ok	mvp	collection	7.3	Отказ оценивается наравне		draft	
collection.weight.save-system	mvp	collection	7.3	Дисциплина 25		draft	
collection.weight.after-loss	mvp	collection	7.3	Контекст и риск выше		draft	
collection.weight.confidence	mvp	collection	7.3	Нужно обоснование выбора		draft	
collection.ruleActive	mvp	collection	7.3	АКТИВЕН		draft	
collection.rulePick	mvp	collection	7.3	ВЫБРАТЬ		draft	
collection.ruleFoot	mvp	collection	7.3	Правило выбирается до старта сессии и не меняется внутри сценария. В турнире правило одно для всех.		draft	В прототипе «один» — исправлено на «одно»
collection.ruleFixed	mvp	collection	7.3	Задан системой		draft	Состояние; согласуется со «статус»
bestiary.footnoteLowShort	mvp	bestiary	6.1	На низкой готовности угроза не называется прямо		draft	
bestiary.partial	mvp	bestiary	6.1	Частично раскрыто		draft	Состояние
bestiary.openedIs	mvp	bestiary	6.2	Раскрыта {n}		draft	{n}: римская цифра стадии в коде
entity.fake-breakout-phantom.sign.0	mvp	entity	6.2	Цена вышла за уровень без роста объёма		draft	Контент: признак появления
entity.fake-breakout-phantom.sign.1	mvp	entity	6.2	Старший таймфрейм остаётся в диапазоне		draft	Контент: признак появления
entity.fake-breakout-phantom.sign.2	mvp	entity	6.2	Социальный фон резко единодушен		draft	Контент: признак появления
bestiary.unlockNote	mvp	bestiary	6.3	Угрозы открываются опытом и закрытыми главами		draft	
collection.view.list	mvp	collection	7.1	Список		draft	Состояние вида
collection.view.typeFilter	mvp	collection	7.1	Фильтр по типу		draft	Состояние вида
skill.no-confirm.when.0	mvp	skill	7.2	Сигнал есть, но второго подтверждения нет		draft	Контент: когда применять
skill.no-confirm.when.1	mvp	skill	7.2	Старший таймфрейм противоречит идее		draft	Контент: когда применять
skill.no-confirm.when.2	mvp	skill	7.2	Социальный фон заменяет данные		draft	Контент: когда применять
collection.linkRule	mvp	collection	7.2	ПРАВИЛО: {title}		draft	Формат ссылки на правило
collection.ruleOn	mvp	collection	7.3	Выбран		draft	Состояние
collection.ruleOff	mvp	collection	7.3	Не выбран		draft	Состояние
journal.hero	mvp	journal	8.1	ТЫ НЕ СЛУЧАЙНЫЙ. ТЫ ПОСЛЕДОВАТЕЛЬНЫЙ.		draft	
journal.heroSub	mvp	journal	8.1	За {n} решений система нашла {m} устойчивых паттерна.		draft	{m} плюрализуется
journal.sev.crit	mvp	journal	8.1	КРИТИЧНЫЕ		draft	Счётчики компонуются в коде
journal.sev.major	mvp	journal	8.1	ЗНАЧИМЫЕ		draft	
journal.sev.minor	mvp	journal	8.1	МЕЛКИЕ		draft	
journal.sev.fixed	mvp	journal	8.1	ИСПРАВЛЕННЫЕ		draft	
pattern.e-007.title	mvp	pattern	8.1	Решение до проверки старшего TF		draft	Контент: заголовок паттерна; варианты «…старшего таймфрейма» в 4.11 и 8.2 — унифицировать
pattern.e-012.title	mvp	pattern	8.1	Вход после одной новости		draft	Контент: заголовок паттерна
pattern.e-021.title	mvp	pattern	8.1	Смена плана после убытка		draft	Контент: заголовок паттерна
pattern.e-004.title	mvp	pattern	8.1	Отказ от ожидания без причины		draft	Контент: заголовок паттерна
pattern.e-030.title	mvp	pattern	8.1	Недоценка слиппажа		draft	Контент: заголовок паттерна
journal.patMeta	mvp	journal	8.1	{code} · {n}× · последний раз {ago}		draft	{ago}: units.time
journal.patFixed	mvp	journal	8.1	{code} · исправлено		draft	
journal.patFix	mvp	journal	8.1	FIX {done}/{total}		draft	
journal.watching	mvp	journal	8.1	НАБЛЮДЕНИЕ		draft	
journal.byDims	mvp	journal	8.1	ДИСЦИПЛИНА ПО КРИТЕРИЯМ		draft	Измерения — verdict.dim.*
journal.lastN	mvp	journal	8.1	ПОСЛЕДНИЕ {n}		draft	
journal.foot	mvp	journal	8.1	Журнал не считает прибыль. Он считает, сколько раз ты нарушил свой же план.		draft	
journal.tooFew	mvp	journal	8.1	Нужно хотя бы {n} решений — пока {m}.		draft	Мой текст; состояние «Данных мало»
journal.allFixed	mvp	journal	8.1	Всё исправлено. Нарушать план стало нечем.		draft	Мой текст; состояние «Всё исправлено»
journal.sevOf	mvp	journal	8.2	{sev} · {n} ПОВТОРОВ		draft	{sev}: journal.sev.* в нужном падеже — согласовать
pattern.e-007.body	mvp	pattern	8.2	Ты видишь возможность и боишься её проверить, чтобы она не перестала быть возможностью.		draft	Контент: тело паттерна
pattern.e-012.body	mvp	pattern	8.2			todo	Контент: тело паттерна E-012
pattern.e-021.body	mvp	pattern	8.2			todo	Контент: тело паттерна E-021
pattern.e-004.body	mvp	pattern	8.2			todo	Контент: тело паттерна E-004
pattern.e-030.body	mvp	pattern	8.2			todo	Контент: тело паттерна E-030
journal.p.repeats	mvp	journal	8.2	ПОВТОРОВ		draft	
journal.p.avgq	mvp	journal	8.2	СР. КАЧЕСТВО		draft	
journal.p.last	mvp	journal	8.2	ПОСЛЕДНИЙ		draft	Значение — units.time
journal.p.dim	mvp	journal	8.2	КРИТЕРИЙ		draft	Значение — verdict.dim.*
journal.p.cause	mvp	journal	8.2	ПРИЧИНА		draft	
pattern.e-007.cause	mvp	pattern	8.2	В 4 из 5 случаев решение принято в первые 8 секунд после появления ситуации и при открытой вкладке «Соцфон».		draft	Контент: причина паттерна
pattern.e-012.cause	mvp	pattern	8.2			todo	Контент: причина паттерна E-012
pattern.e-021.cause	mvp	pattern	8.2			todo	Контент: причина паттерна E-021
pattern.e-004.cause	mvp	pattern	8.2			todo	Контент: причина паттерна E-004
pattern.e-030.cause	mvp	pattern	8.2			todo	Контент: причина паттерна E-030
journal.p.linked	mvp	journal	8.2	СВЯЗАННЫЕ УГРОЗЫ И КАРТЫ		draft	Ссылки компонуются из контента
journal.fixOf	mvp	journal	8.2	{done} ИЗ {total}		draft	
